jda:block/1	x=320	y=768	w=32	h=32
minecraft:item/golden_helmet	x=912	y=848	w=16	h=16
minecraft:item/golden_hoe	x=912	y=864	w=16	h=16
minecraft:item/golden_horse_armor	x=912	y=880	w=16	h=16
minecraft:item/golden_leggings	x=912	y=896	w=16	h=16
minecraft:item/golden_pickaxe	x=912	y=912	w=16	h=16
minecraft:item/golden_shovel	x=912	y=928	w=16	h=16
minecraft:item/golden_sword	x=912	y=944	w=16	h=16
minecraft:item/gray_candle	x=912	y=960	w=16	h=16
minecraft:item/gray_dye	x=912	y=976	w=16	h=16
minecraft:item/green_candle	x=912	y=992	w=16	h=16
minecraft:item/green_dye	x=912	y=1008	w=16	h=16
minecraft:item/gunpowder	x=928	y=0	w=16	h=16
minecraft:item/guster_banner_pattern	x=928	y=16	w=16	h=16
minecraft:item/guster_pottery_sherd	x=928	y=32	w=16	h=16
minecraft:item/heart_of_the_sea	x=928	y=48	w=16	h=16
minecraft:item/heart_pottery_sherd	x=928	y=64	w=16	h=16
minecraft:item/heartbreak_pottery_sherd	x=928	y=80	w=16	h=16
minecraft:item/honey_bottle	x=928	y=96	w=16	h=16
minecraft:item/honeycomb	x=928	y=112	w=16	h=16
minecraft:item/hopper	x=928	y=128	w=16	h=16
minecraft:item/hopper_minecart	x=928	y=144	w=16	h=16
minecraft:item/host_armor_trim_smithing_template	x=928	y=160	w=16	h=16
minecraft:item/howl_pottery_sherd	x=928	y=176	w=16	h=16
minecraft:item/ink_sac	x=928	y=192	w=16	h=16
minecraft:item/iron_axe	x=928	y=208	w=16	h=16
minecraft:item/iron_boots	x=928	y=224	w=16	h=16
minecraft:item/iron_chestplate	x=928	y=240	w=16	h=16
minecraft:item/iron_door	x=928	y=256	w=16	h=16
minecraft:item/iron_helmet	x=928	y=272	w=16	h=16
minecraft:item/iron_hoe	x=928	y=288	w=16	h=16
minecraft:item/iron_horse_armor	x=928	y=304	w=16	h=16
minecraft:item/iron_ingot	x=928	y=320	w=16	h=16
minecraft:item/iron_leggings	x=928	y=336	w=16	h=16
minecraft:item/iron_nugget	x=928	y=352	w=16	h=16
minecraft:item/iron_pickaxe	x=928	y=368	w=16	h=16
minecraft:item/iron_shovel	x=928	y=384	w=16	h=16
minecraft:item/iron_sword	x=928	y=400	w=16	h=16
minecraft:item/item_frame	x=928	y=416	w=16	h=16
minecraft:item/jungle_boat	x=928	y=432	w=16	h=16
minecraft:item/jungle_chest_boat	x=928	y=448	w=16	h=16
minecraft:item/jungle_door	x=928	y=464	w=16	h=16
minecraft:item/jungle_hanging_sign	x=928	y=480	w=16	h=16
minecraft:item/jungle_sign	x=928	y=496	w=16	h=16
minecraft:item/kelp	x=928	y=512	w=16	h=16
minecraft:item/knowledge_book	x=928	y=528	w=16	h=16
minecraft:item/lantern	x=928	y=544	w=16	h=16
minecraft:item/lapis_lazuli	x=928	y=560	w=16	h=16
minecraft:item/lava_bucket	x=928	y=576	w=16	h=16
minecraft:item/lead	x=928	y=592	w=16	h=16
minecraft:item/leather	x=928	y=608	w=16	h=16
minecraft:item/leather_boots	x=928	y=624	w=16	h=16
minecraft:item/leather_boots_overlay	x=928	y=640	w=16	h=16
minecraft:item/leather_chestplate	x=928	y=656	w=16	h=16
minecraft:item/leather_chestplate_overlay	x=928	y=672	w=16	h=16
minecraft:item/leather_helmet	x=928	y=688	w=16	h=16
minecraft:item/leather_helmet_overlay	x=928	y=704	w=16	h=16
minecraft:item/leather_horse_armor	x=928	y=720	w=16	h=16
minecraft:item/leather_leggings	x=928	y=736	w=16	h=16
minecraft:item/leather_leggings_overlay	x=928	y=752	w=16	h=16
minecraft:item/light	x=928	y=768	w=16	h=16
minecraft:item/light_00	x=928	y=784	w=16	h=16
minecraft:item/light_01	x=928	y=800	w=16	h=16
minecraft:item/light_02	x=928	y=816	w=16	h=16
minecraft:item/light_03	x=928	y=832	w=16	h=16
minecraft:item/light_04	x=928	y=848	w=16	h=16
minecraft:item/light_05	x=928	y=864	w=16	h=16
minecraft:item/light_06	x=928	y=880	w=16	h=16
minecraft:item/light_07	x=928	y=896	w=16	h=16
minecraft:item/light_08	x=928	y=912	w=16	h=16
minecraft:item/light_09	x=928	y=928	w=16	h=16
minecraft:item/light_10	x=928	y=944	w=16	h=16
minecraft:item/light_11	x=928	y=960	w=16	h=16
minecraft:item/light_12	x=928	y=976	w=16	h=16
minecraft:item/light_13	x=928	y=992	w=16	h=16
minecraft:item/light_14	x=928	y=1008	w=16	h=16
minecraft:item/light_15	x=944	y=0	w=16	h=16
minecraft:item/light_blue_candle	x=944	y=16	w=16	h=16
minecraft:item/light_blue_dye	x=944	y=32	w=16	h=16
minecraft:item/light_gray_candle	x=944	y=48	w=16	h=16
minecraft:item/light_gray_dye	x=944	y=64	w=16	h=16
minecraft:item/lime_candle	x=944	y=80	w=16	h=16
minecraft:item/lime_dye	x=944	y=96	w=16	h=16
minecraft:item/lingering_potion	x=944	y=112	w=16	h=16
minecraft:item/mace	x=944	y=128	w=16	h=16
minecraft:item/magenta_candle	x=944	y=144	w=16	h=16
minecraft:item/magenta_dye	x=944	y=160	w=16	h=16
minecraft:item/magma_cream	x=944	y=176	w=16	h=16
minecraft:item/mangrove_boat	x=944	y=192	w=16	h=16
minecraft:item/mangrove_chest_boat	x=944	y=208	w=16	h=16
minecraft:item/mangrove_door	x=944	y=224	w=16	h=16
minecraft:item/mangrove_hanging_sign	x=944	y=240	w=16	h=16
minecraft:item/mangrove_propagule	x=944	y=256	w=16	h=16
minecraft:item/mangrove_sign	x=944	y=272	w=16	h=16
minecraft:item/map	x=944	y=288	w=16	h=16
neoforge:item/mask/bucket_fluid	x=944	y=304	w=16	h=16
neoforge:item/mask/bucket_fluid_cover	x=944	y=320	w=16	h=16
neoforge:item/mask/bucket_fluid_cover_drip	x=944	y=336	w=16	h=16
neoforge:item/mask/bucket_fluid_drip	x=944	y=352	w=16	h=16
minecraft:item/melon_seeds	x=944	y=368	w=16	h=16
minecraft:item/melon_slice	x=944	y=384	w=16	h=16
minecraft:item/milk_bucket	x=944	y=400	w=16	h=16
minecraft:item/minecart	x=944	y=416	w=16	h=16
minecraft:item/miner_pottery_sherd	x=944	y=432	w=16	h=16
minecraft:item/mojang_banner_pattern	x=944	y=448	w=16	h=16
minecraft:item/mourner_pottery_sherd	x=944	y=464	w=16	h=16
minecraft:item/mushroom_stew	x=944	y=480	w=16	h=16
minecraft:item/music_disc_11	x=944	y=496	w=16	h=16
minecraft:item/music_disc_13	x=944	y=512	w=16	h=16
minecraft:item/music_disc_5	x=944	y=528	w=16	h=16
minecraft:item/music_disc_blocks	x=944	y=544	w=16	h=16
minecraft:item/music_disc_cat	x=944	y=560	w=16	h=16
minecraft:item/music_disc_chirp	x=944	y=576	w=16	h=16
minecraft:item/music_disc_far	x=944	y=592	w=16	h=16
minecraft:item/music_disc_mall	x=944	y=608	w=16	h=16
minecraft:item/music_disc_mellohi	x=944	y=624	w=16	h=16
minecraft:item/music_disc_otherside	x=944	y=640	w=16	h=16
minecraft:item/music_disc_pigstep	x=944	y=656	w=16	h=16
minecraft:item/music_disc_relic	x=944	y=672	w=16	h=16
minecraft:item/music_disc_stal	x=944	y=688	w=16	h=16
minecraft:item/music_disc_strad	x=944	y=704	w=16	h=16
minecraft:item/music_disc_wait	x=944	y=720	w=16	h=16
minecraft:item/music_disc_ward	x=944	y=736	w=16	h=16
minecraft:item/mutton	x=944	y=752	w=16	h=16
minecraft:item/name_tag	x=944	y=768	w=16	h=16
minecraft:item/nautilus_shell	x=944	y=784	w=16	h=16
minecraft:item/nether_brick	x=944	y=800	w=16	h=16
minecraft:item/nether_sprouts	x=944	y=816	w=16	h=16
minecraft:item/nether_star	x=944	y=832	w=16	h=16
minecraft:item/nether_wart	x=944	y=848	w=16	h=16
minecraft:item/netherite_axe	x=944	y=864	w=16	h=16
minecraft:item/netherite_boots	x=944	y=880	w=16	h=16
minecraft:item/netherite_chestplate	x=944	y=896	w=16	h=16
minecraft:item/netherite_helmet	x=944	y=912	w=16	h=16
minecraft:item/netherite_hoe	x=944	y=928	w=16	h=16
minecraft:item/netherite_ingot	x=944	y=944	w=16	h=16
minecraft:item/netherite_leggings	x=944	y=960	w=16	h=16
minecraft:item/netherite_pickaxe	x=944	y=976	w=16	h=16
minecraft:item/netherite_scrap	x=944	y=992	w=16	h=16
minecraft:item/netherite_shovel	x=944	y=1008	w=16	h=16
minecraft:item/netherite_sword	x=960	y=0	w=16	h=16
minecraft:item/netherite_upgrade_smithing_template	x=960	y=16	w=16	h=16
minecraft:item/oak_boat	x=960	y=32	w=16	h=16
minecraft:item/oak_chest_boat	x=960	y=48	w=16	h=16
minecraft:item/oak_door	x=960	y=64	w=16	h=16
minecraft:item/oak_hanging_sign	x=960	y=80	w=16	h=16
minecraft:item/oak_sign	x=960	y=96	w=16	h=16
minecraft:item/ominous_bottle	x=960	y=112	w=16	h=16
minecraft:item/ominous_trial_key	x=960	y=128	w=16	h=16
minecraft:item/orange_candle	x=960	y=144	w=16	h=16
minecraft:item/orange_dye	x=960	y=160	w=16	h=16
minecraft:item/oxidized_copper_door	x=960	y=176	w=16	h=16
minecraft:item/painting	x=960	y=192	w=16	h=16
minecraft:item/paper	x=960	y=208	w=16	h=16
minecraft:item/phantom_membrane	x=960	y=224	w=16	h=16
minecraft:item/piglin_banner_pattern	x=960	y=240	w=16	h=16
minecraft:item/pink_candle	x=960	y=256	w=16	h=16
minecraft:item/pink_dye	x=960	y=272	w=16	h=16
minecraft:item/pink_petals	x=960	y=288	w=16	h=16
minecraft:item/pitcher_plant	x=960	y=304	w=16	h=16
minecraft:item/pitcher_pod	x=960	y=320	w=16	h=16
minecraft:item/plenty_pottery_sherd	x=960	y=336	w=16	h=16
minecraft:item/pointed_dripstone	x=960	y=352	w=16	h=16
minecraft:item/poisonous_potato	x=960	y=368	w=16	h=16
minecraft:item/popped_chorus_fruit	x=960	y=384	w=16	h=16
minecraft:item/porkchop	x=960	y=400	w=16	h=16
minecraft:item/potato	x=960	y=416	w=16	h=16
minecraft:item/potion	x=960	y=432	w=16	h=16
minecraft:item/potion_overlay	x=960	y=448	w=16	h=16
minecraft:item/powder_snow_bucket	x=960	y=464	w=16	h=16
minecraft:item/prismarine_crystals	x=960	y=480	w=16	h=16
minecraft:item/prismarine_shard	x=960	y=496	w=16	h=16
minecraft:item/prize_pottery_sherd	x=960	y=512	w=16	h=16
minecraft:item/pufferfish	x=960	y=528	w=16	h=16
minecraft:item/pufferfish_bucket	x=960	y=544	w=16	h=16
minecraft:item/pumpkin_pie	x=960	y=560	w=16	h=16
minecraft:item/pumpkin_seeds	x=960	y=576	w=16	h=16
minecraft:item/purple_candle	x=960	y=592	w=16	h=16
minecraft:item/purple_dye	x=960	y=608	w=16	h=16
minecraft:item/quartz	x=960	y=624	w=16	h=16
minecraft:item/rabbit	x=960	y=640	w=16	h=16
minecraft:item/rabbit_foot	x=960	y=656	w=16	h=16
minecraft:item/rabbit_hide	x=960	y=672	w=16	h=16
minecraft:item/rabbit_stew	x=960	y=688	w=16	h=16
minecraft:item/raiser_armor_trim_smithing_template	x=960	y=704	w=16	h=16
minecraft:item/raw_copper	x=960	y=720	w=16	h=16
minecraft:item/raw_gold	x=960	y=736	w=16	h=16
minecraft:item/raw_iron	x=960	y=752	w=16	h=16
minecraft:item/recovery_compass_00	x=960	y=768	w=16	h=16
minecraft:item/recovery_compass_01	x=960	y=784	w=16	h=16
minecraft:item/recovery_compass_02	x=960	y=800	w=16	h=16
minecraft:item/recovery_compass_03	x=960	y=816	w=16	h=16
minecraft:item/recovery_compass_04	x=960	y=832	w=16	h=16
minecraft:item/recovery_compass_05	x=960	y=848	w=16	h=16
minecraft:item/recovery_compass_06	x=960	y=864	w=16	h=16
minecraft:item/recovery_compass_07	x=960	y=880	w=16	h=16
minecraft:item/recovery_compass_08	x=960	y=896	w=16	h=16
minecraft:item/recovery_compass_09	x=960	y=912	w=16	h=16
minecraft:item/recovery_compass_10	x=960	y=928	w=16	h=16
minecraft:item/recovery_compass_11	x=960	y=944	w=16	h=16
minecraft:item/recovery_compass_12	x=960	y=960	w=16	h=16
minecraft:item/recovery_compass_13	x=960	y=976	w=16	h=16
minecraft:item/recovery_compass_14	x=960	y=992	w=16	h=16
minecraft:item/recovery_compass_15	x=960	y=1008	w=16	h=16
minecraft:item/recovery_compass_16	x=976	y=0	w=16	h=16
minecraft:item/recovery_compass_17	x=976	y=16	w=16	h=16
minecraft:item/recovery_compass_18	x=976	y=32	w=16	h=16
minecraft:item/recovery_compass_19	x=976	y=48	w=16	h=16
minecraft:item/recovery_compass_20	x=976	y=64	w=16	h=16
minecraft:item/recovery_compass_21	x=976	y=80	w=16	h=16
minecraft:item/recovery_compass_22	x=976	y=96	w=16	h=16
minecraft:item/recovery_compass_23	x=976	y=112	w=16	h=16
minecraft:item/recovery_compass_24	x=976	y=128	w=16	h=16
minecraft:item/recovery_compass_25	x=976	y=144	w=16	h=16
minecraft:item/recovery_compass_26	x=976	y=160	w=16	h=16
minecraft:item/recovery_compass_27	x=976	y=176	w=16	h=16
minecraft:item/recovery_compass_28	x=976	y=192	w=16	h=16
minecraft:item/recovery_compass_29	x=976	y=208	w=16	h=16
minecraft:item/recovery_compass_30	x=976	y=224	w=16	h=16
minecraft:item/recovery_compass_31	x=976	y=240	w=16	h=16
minecraft:item/red_candle	x=976	y=256	w=16	h=16
minecraft:item/red_dye	x=976	y=272	w=16	h=16
minecraft:item/redstone	x=976	y=288	w=16	h=16
minecraft:item/repeater	x=976	y=304	w=16	h=16
jda:item/revive2	x=976	y=320	w=16	h=16
jda:item/reweiving	x=64	y=768	w=64	h=64
minecraft:item/rib_armor_trim_smithing_template	x=976	y=336	w=16	h=16
minecraft:item/rotten_flesh	x=976	y=352	w=16	h=16
minecraft:item/saddle	x=976	y=368	w=16	h=16
minecraft:item/salmon	x=976	y=384	w=16	h=16
minecraft:item/salmon_bucket	x=976	y=400	w=16	h=16
minecraft:item/scrape_pottery_sherd	x=976	y=416	w=16	h=16
minecraft:item/sea_pickle	x=976	y=432	w=16	h=16
minecraft:item/seagrass	x=976	y=448	w=16	h=16
minecraft:item/sentry_armor_trim_smithing_template	x=976	y=464	w=16	h=16
minecraft:item/shaper_armor_trim_smithing_template	x=976	y=480	w=16	h=16
minecraft:item/sheaf_pottery_sherd	x=976	y=496	w=16	h=16
minecraft:item/shears	x=976	y=512	w=16	h=16
minecraft:item/shelter_pottery_sherd	x=976	y=528	w=16	h=16
minecraft:item/shulker_shell	x=976	y=544	w=16	h=16
minecraft:item/silence_armor_trim_smithing_template	x=976	y=560	w=16	h=16
minecraft:item/skull_banner_pattern	x=976	y=576	w=16	h=16
minecraft:item/skull_pottery_sherd	x=976	y=592	w=16	h=16
minecraft:item/slime_ball	x=976	y=608	w=16	h=16
minecraft:item/sniffer_egg	x=976	y=624	w=16	h=16
minecraft:item/snort_pottery_sherd	x=976	y=640	w=16	h=16
minecraft:item/snout_armor_trim_smithing_template	x=976	y=656	w=16	h=16
minecraft:item/snowball	x=976	y=672	w=16	h=16
minecraft:item/soul_campfire	x=976	y=688	w=16	h=16
minecraft:item/soul_lantern	x=976	y=704	w=16	h=16
minecraft:item/spawn_egg	x=976	y=720	w=16	h=16
minecraft:item/spawn_egg_overlay	x=976	y=736	w=16	h=16
minecraft:item/spectral_arrow	x=976	y=752	w=16	h=16
minecraft:item/spider_eye	x=976	y=768	w=16	h=16
minecraft:item/spire_armor_trim_smithing_template	x=976	y=784	w=16	h=16
minecraft:item/splash_potion	x=976	y=800	w=16	h=16
minecraft:item/spruce_boat	x=976	y=816	w=16	h=16
minecraft:item/spruce_chest_boat	x=976	y=832	w=16	h=16
minecraft:item/spruce_door	x=976	y=848	w=16	h=16
minecraft:item/spruce_hanging_sign	x=976	y=864	w=16	h=16
minecraft:item/spruce_sign	x=976	y=880	w=16	h=16
minecraft:item/spyglass	x=976	y=896	w=16	h=16
minecraft:item/spyglass_model	x=976	y=912	w=16	h=16
minecraft:item/stick	x=976	y=928	w=16	h=16
minecraft:item/stone_axe	x=976	y=944	w=16	h=16
minecraft:item/stone_hoe	x=976	y=960	w=16	h=16
minecraft:item/stone_pickaxe	x=976	y=976	w=16	h=16
minecraft:item/stone_shovel	x=976	y=992	w=16	h=16
minecraft:item/stone_sword	x=976	y=1008	w=16	h=16
minecraft:item/string	x=992	y=0	w=16	h=16
minecraft:item/structure_void	x=992	y=16	w=16	h=16
minecraft:item/sugar	x=992	y=32	w=16	h=16
minecraft:item/sugar_cane	x=992	y=48	w=16	h=16
minecraft:item/suspicious_stew	x=992	y=64	w=16	h=16
minecraft:item/sweet_berries	x=992	y=80	w=16	h=16
minecraft:item/tadpole_bucket	x=992	y=96	w=16	h=16
minecraft:item/tide_armor_trim_smithing_template	x=992	y=112	w=16	h=16
minecraft:item/tipped_arrow_base	x=992	y=128	w=16	h=16
minecraft:item/tipped_arrow_head	x=992	y=144	w=16	h=16
minecraft:item/tnt_minecart	x=992	y=160	w=16	h=16
minecraft:item/torchflower_seeds	x=992	y=176	w=16	h=16
minecraft:item/totem_of_undying	x=992	y=192	w=16	h=16
minecraft:item/trial_key	x=992	y=208	w=16	h=16
minecraft:item/trident	x=992	y=224	w=16	h=16
minecraft:item/tropical_fish	x=992	y=240	w=16	h=16
minecraft:item/tropical_fish_bucket	x=992	y=256	w=16	h=16
minecraft:item/turtle_egg	x=992	y=272	w=16	h=16
minecraft:item/turtle_helmet	x=992	y=288	w=16	h=16
minecraft:item/turtle_scute	x=992	y=304	w=16	h=16
minecraft:item/vex_armor_trim_smithing_template	x=992	y=320	w=16	h=16
minecraft:item/ward_armor_trim_smithing_template	x=992	y=336	w=16	h=16
minecraft:item/warped_door	x=992	y=352	w=16	h=16
minecraft:item/warped_fungus_on_a_stick	x=992	y=368	w=16	h=16
minecraft:item/warped_hanging_sign	x=992	y=384	w=16	h=16
minecraft:item/warped_sign	x=992	y=400	w=16	h=16
minecraft:item/water_bucket	x=992	y=416	w=16	h=16
minecraft:item/wayfinder_armor_trim_smithing_template	x=992	y=432	w=16	h=16
minecraft:item/weathered_copper_door	x=992	y=448	w=16	h=16
minecraft:item/wheat	x=992	y=464	w=16	h=16
minecraft:item/wheat_seeds	x=992	y=480	w=16	h=16
minecraft:item/white_candle	x=992	y=496	w=16	h=16
minecraft:item/white_dye	x=992	y=512	w=16	h=16
minecraft:item/wild_armor_trim_smithing_template	x=992	y=528	w=16	h=16
minecraft:item/wind_charge	x=992	y=544	w=16	h=16
minecraft:item/wolf_armor	x=992	y=560	w=16	h=16
minecraft:item/wolf_armor_overlay	x=992	y=576	w=16	h=16
minecraft:item/wooden_axe	x=992	y=592	w=16	h=16
minecraft:item/wooden_hoe	x=992	y=608	w=16	h=16
minecraft:item/wooden_pickaxe	x=992	y=624	w=16	h=16
minecraft:item/wooden_shovel	x=992	y=640	w=16	h=16
minecraft:item/wooden_sword	x=992	y=656	w=16	h=16
minecraft:item/writable_book	x=992	y=672	w=16	h=16
minecraft:item/written_book	x=992	y=688	w=16	h=16
minecraft:item/yellow_candle	x=992	y=704	w=16	h=16
minecraft:item/yellow_dye	x=992	y=720	w=16	h=16
minecraft:missingno	x=992	y=736	w=16	h=16
curios:slot/amulet	x=0	y=0	w=768	h=768
curios:slot/empty_back_slot	x=992	y=752	w=16	h=16
curios:slot/empty_belt_slot	x=992	y=768	w=16	h=16
curios:slot/empty_body_slot	x=992	y=784	w=16	h=16
curios:slot/empty_bracelet_slot	x=992	y=800	w=16	h=16
curios:slot/empty_charm_slot	x=992	y=816	w=16	h=16
curios:slot/empty_cosmetic_slot	x=992	y=832	w=16	h=16
curios:slot/empty_curio_slot	x=992	y=848	w=16	h=16
curios:slot/empty_hands_slot	x=992	y=864	w=16	h=16
curios:slot/empty_head_slot	x=992	y=880	w=16	h=16
curios:slot/empty_necklace_slot	x=992	y=896	w=16	h=16
curios:slot/empty_ring_slot	x=992	y=912	w=16	h=16
minecraft:trims/items/boots_trim_amethyst	x=992	y=928	w=16	h=16
minecraft:trims/items/boots_trim_copper	x=992	y=944	w=16	h=16
minecraft:trims/items/boots_trim_diamond	x=992	y=960	w=16	h=16
minecraft:trims/items/boots_trim_diamond_darker	x=992	y=976	w=16	h=16
minecraft:trims/items/boots_trim_emerald	x=992	y=992	w=16	h=16
minecraft:trims/items/boots_trim_gold	x=992	y=1008	w=16	h=16
minecraft:trims/items/boots_trim_gold_darker	x=1008	y=0	w=16	h=16
minecraft:trims/items/boots_trim_iron	x=1008	y=16	w=16	h=16
minecraft:trims/items/boots_trim_iron_darker	x=1008	y=32	w=16	h=16
minecraft:trims/items/boots_trim_lapis	x=1008	y=48	w=16	h=16
minecraft:trims/items/boots_trim_netherite	x=1008	y=64	w=16	h=16
minecraft:trims/items/boots_trim_netherite_darker	x=1008	y=80	w=16	h=16
minecraft:trims/items/boots_trim_quartz	x=1008	y=96	w=16	h=16
minecraft:trims/items/boots_trim_redstone	x=1008	y=112	w=16	h=16
minecraft:trims/items/chestplate_trim_amethyst	x=1008	y=128	w=16	h=16
minecraft:trims/items/chestplate_trim_copper	x=1008	y=144	w=16	h=16
minecraft:trims/items/chestplate_trim_diamond	x=1008	y=160	w=16	h=16
minecraft:trims/items/chestplate_trim_diamond_darker	x=1008	y=176	w=16	h=16
minecraft:trims/items/chestplate_trim_emerald	x=1008	y=192	w=16	h=16
minecraft:trims/items/chestplate_trim_gold	x=1008	y=208	w=16	h=16
minecraft:trims/items/chestplate_trim_gold_darker	x=1008	y=224	w=16	h=16
minecraft:trims/items/chestplate_trim_iron	x=1008	y=240	w=16	h=16
minecraft:trims/items/chestplate_trim_iron_darker	x=1008	y=256	w=16	h=16
minecraft:trims/items/chestplate_trim_lapis	x=1008	y=272	w=16	h=16
minecraft:trims/items/chestplate_trim_netherite	x=1008	y=288	w=16	h=16
minecraft:trims/items/chestplate_trim_netherite_darker	x=1008	y=304	w=16	h=16
minecraft:trims/items/chestplate_trim_quartz	x=1008	y=320	w=16	h=16
minecraft:trims/items/chestplate_trim_redstone	x=1008	y=336	w=16	h=16
minecraft:trims/items/helmet_trim_amethyst	x=1008	y=352	w=16	h=16
minecraft:trims/items/helmet_trim_copper	x=1008	y=368	w=16	h=16
minecraft:trims/items/helmet_trim_diamond	x=1008	y=384	w=16	h=16
minecraft:trims/items/helmet_trim_diamond_darker	x=1008	y=400	w=16	h=16
minecraft:trims/items/helmet_trim_emerald	x=1008	y=416	w=16	h=16
minecraft:trims/items/helmet_trim_gold	x=1008	y=432	w=16	h=16
minecraft:trims/items/helmet_trim_gold_darker	x=1008	y=448	w=16	h=16
minecraft:trims/items/helmet_trim_iron	x=1008	y=464	w=16	h=16
minecraft:trims/items/helmet_trim_iron_darker	x=1008	y=480	w=16	h=16
minecraft:trims/items/helmet_trim_lapis	x=1008	y=496	w=16	h=16
minecraft:trims/items/helmet_trim_netherite	x=1008	y=512	w=16	h=16
minecraft:trims/items/helmet_trim_netherite_darker	x=1008	y=528	w=16	h=16
minecraft:trims/items/helmet_trim_quartz	x=1008	y=544	w=16	h=16
minecraft:trims/items/helmet_trim_redstone	x=1008	y=560	w=16	h=16
minecraft:trims/items/leggings_trim_amethyst	x=1008	y=576	w=16	h=16
minecraft:trims/items/leggings_trim_copper	x=1008	y=592	w=16	h=16
minecraft:trims/items/leggings_trim_diamond	x=1008	y=608	w=16	h=16
minecraft:trims/items/leggings_trim_diamond_darker	x=1008	y=624	w=16	h=16
minecraft:trims/items/leggings_trim_emerald	x=1008	y=640	w=16	h=16
minecraft:trims/items/leggings_trim_gold	x=1008	y=656	w=16	h=16
minecraft:trims/items/leggings_trim_gold_darker	x=1008	y=672	w=16	h=16
minecraft:trims/items/leggings_trim_iron	x=1008	y=688	w=16	h=16
minecraft:trims/items/leggings_trim_iron_darker	x=1008	y=704	w=16	h=16
minecraft:trims/items/leggings_trim_lapis	x=1008	y=720	w=16	h=16
minecraft:trims/items/leggings_trim_netherite	x=1008	y=736	w=16	h=16
minecraft:trims/items/leggings_trim_netherite_darker	x=1008	y=752	w=16	h=16
minecraft:trims/items/leggings_trim_quartz	x=1008	y=768	w=16	h=16
minecraft:trims/items/leggings_trim_redstone	x=1008	y=784	w=16	h=16
neoforge:white	x=1008	y=800	w=16	h=16
